meter_id,district,customer_type,reading_date,kwh_current_month,kwh_previous_month,days_since_last_read,voltage_event_count_30d,estimated_read_flag,meter_age_years,anomaly_label
M001445,Bang Kho Laem,Commercial,2025-05-02,2796,3267,38,0,0,1,0
M001446,Bang Kho Laem,Government,2025-05-09,2404,2585,31,0,0,2,0
M001447,Bang Kho Laem,Industrial,2025-07-05,6017,8232,26,3,0,9,0
M001448,Bang Kapi,Mixed,2025-07-08,358,470,31,0,0,6,0
M001449,Din Daeng,Commercial,2025-06-06,1603,2356,32,2,0,4,0
M001450,Lat Phrao,Commercial,2025-07-18,1726,2428,31,0,0,2,0
M001451,Phaya Thai,Industrial,2025-06-21,5753,6686,30,1,0,2,0
M001452,Phaya Thai,Commercial,2025-06-14,2553,2190,38,1,0,8,0
M001453,Bang Khen,Industrial,2025-07-29,9992,7249,29,0,1,13,0
M001454,Phaya Thai,Mixed,2025-05-23,564,522,28,4,0,7,0
M001455,Phaya Thai,Residential,2025-07-07,455,596,38,3,0,10,0
M001456,Bang Khen,Residential,2025-06-29,440,540,27,4,0,6,0
M001457,Lat Phrao,Government,2025-07-04,2688,3333,31,3,0,12,0
M001458,Phaya Thai,Commercial,2025-06-13,2177,2406,24,1,0,4,0
M001459,Din Daeng,Residential,2025-05-04,647,556,20,0,0,9,0
M001460,Bang Kapi,Industrial,2025-06-28,8973,7148,29,2,0,3,0
M001461,Bang Kapi,Commercial,2025-05-03,2614,2518,35,0,0,6,0
M001462,Din Daeng,Industrial,2025-05-26,6620,9454,34,2,0,1,0
M001463,Bang Kapi,Industrial,2025-05-07,7349,7321,20,1,0,8,0
M001464,Khlong Toei,Commercial,2025-06-22,1950,2459,26,4,0,4,0
M001465,Phaya Thai,Mixed,2025-07-21,531,490,39,0,0,4,0
M001466,Bang Kho Laem,Mixed,2025-06-27,590,670,33,3,0,1,0
M001467,Bang Kho Laem,Mixed,2025-07-25,693,400,25,0,0,5,0
M001468,Bang Kapi,Industrial,2025-05-08,9277,8553,24,3,0,9,0
M001469,Thon Buri,Mixed,2025-07-19,632,598,34,2,0,12,0
M001470,Lat Phrao,Industrial,2025-05-07,6638,7513,31,2,0,6,0
M001471,Thon Buri,Mixed,2025-05-11,627,412,26,3,0,1,0
M001472,Khlong Toei,Mixed,2025-05-29,615,413,30,2,0,1,0
M001473,Thon Buri,Government,2025-07-02,2523,3735,30,3,1,14,0
M001474,Thon Buri,Commercial,2025-06-14,1688,2087,20,0,0,10,0
M001475,Phaya Thai,Industrial,2025-05-12,7650,7945,43,1,0,4,0
M001476,Bang Khen,Residential,2025-05-22,681,631,43,0,0,12,0
M001477,Lat Phrao,Government,2025-06-13,4148,2731,27,0,0,15,0
M001478,Lat Phrao,Commercial,2025-06-07,2347,2135,31,1,0,13,0
M001479,Khlong Toei,Residential,2025-06-03,523,458,35,0,0,13,0
M001480,Thon Buri,Commercial,2025-05-26,2022,1998,35,2,1,7,0
M001481,Thon Buri,Government,2025-07-05,2707,3108,32,0,0,7,0
M001482,Bang Khen,Residential,2025-05-29,471,497,33,0,0,4,0
M001483,Din Daeng,Commercial,2025-05-12,1484,2231,23,2,0,8,0
M001484,Bang Kapi,Industrial,2025-07-21,8411,8065,32,3,0,1,0
M001485,Bang Kho Laem,Residential,2025-06-01,645,499,42,0,0,5,0
M001486,Bang Kho Laem,Industrial,2025-05-23,5600,6032,32,1,0,11,0
M001487,Bang Kho Laem,Residential,2025-06-10,494,411,22,1,0,14,0
M001488,Thon Buri,Residential,2025-07-25,586,588,36,0,0,11,0
M001489,Thon Buri,Commercial,2025-06-26,2340,2453,31,0,0,10,0
M001490,Khlong Toei,Residential,2025-05-06,584,429,32,0,0,11,0
M001491,Din Daeng,Residential,2025-06-29,416,371,30,2,0,5,0
M001492,Lat Phrao,Residential,2025-06-18,673,535,39,1,0,6,0
M001493,Din Daeng,Mixed,2025-07-18,635,504,30,3,0,5,0
M001494,Bang Kho Laem,Government,2025-07-21,3488,4105,34,5,0,15,0
M001495,Phaya Thai,Mixed,2025-06-17,408,544,31,1,0,6,0
M001496,Bang Kho Laem,Commercial,2025-07-17,1635,2252,29,0,0,2,0
M001497,Bang Khen,Industrial,2025-07-28,5354,9492,36,1,0,9,0
M001498,Din Daeng,Mixed,2025-07-14,336,476,29,1,0,4,0
M001499,Bang Kapi,Government,2025-06-09,4759,2996,29,1,1,10,0
M001500,Bang Kapi,Industrial,2025-06-04,4241,7206,34,1,0,9,0
M001501,Lat Phrao,Commercial,2025-06-05,2445,2471,25,0,0,3,0
M001502,Lat Phrao,Mixed,2025-06-15,531,585,24,2,0,13,0
M001503,Bang Khen,Mixed,2025-05-03,502,482,30,4,0,16,0
M001504,Khlong Toei,Residential,2025-05-10,574,611,40,0,0,5,0
M001505,Bang Kapi,Industrial,2025-07-29,5107,9331,36,4,0,13,0
M001506,Din Daeng,Commercial,2025-06-23,2377,1858,24,1,0,5,0
M001507,Phaya Thai,Government,2025-05-22,2306,3274,29,2,1,1,0
M001508,Thon Buri,Government,2025-07-26,3333,3721,44,1,0,8,0
M001509,Lat Phrao,Residential,2025-05-03,546,377,39,1,0,11,0
M001510,Lat Phrao,Mixed,2025-05-26,676,714,30,0,0,5,0
M001511,Phaya Thai,Government,2025-06-25,199,3623,34,1,0,10,0
M001512,Bang Kapi,Industrial,2025-06-13,7075,9261,21,3,0,9,0
M001513,Bang Kapi,Industrial,2025-05-04,10142,7563,35,3,0,14,0
M001514,Thon Buri,Government,2025-07-13,3657,3652,24,0,1,4,0
M001515,Din Daeng,Government,2025-06-03,3480,2319,33,0,0,10,0
M001516,Bang Kho Laem,Commercial,2025-05-27,2841,2166,41,2,0,6,0
M001517,Din Daeng,Commercial,2025-06-08,2144,2029,29,0,0,8,0
M001518,Bang Kapi,Industrial,2025-05-15,7409,10161,34,2,0,5,0
M001519,Phaya Thai,Commercial,2025-06-23,1965,2818,35,4,0,15,0
M001520,Bang Khen,Government,2025-05-15,2483,2969,20,3,0,7,0
M001521,Phaya Thai,Industrial,2025-05-07,6399,8517,25,0,0,14,0
M001522,Phaya Thai,Residential,2025-05-20,327,482,25,0,0,12,0
M001523,Bang Kho Laem,Mixed,2025-06-09,592,518,43,1,1,7,0
M001524,Thon Buri,Mixed,2025-06-18,545,611,43,2,0,9,0
M001525,Lat Phrao,Commercial,2025-05-23,2097,2467,32,3,0,6,0
M001526,Bang Kapi,Commercial,2025-05-14,1489,1759,23,1,0,8,0
M001527,Din Daeng,Commercial,2025-06-13,2486,2461,33,2,0,10,0
M001528,Khlong Toei,Commercial,2025-07-20,3371,2262,20,3,0,2,0
M001529,Bang Kho Laem,Government,2025-07-02,3060,3390,51,3,0,10,0
M001530,Bang Kapi,Mixed,2025-06-24,437,664,38,1,0,10,0
M001531,Khlong Toei,Commercial,2025-05-29,2471,1795,34,0,0,14,0
M001532,Bang Kapi,Industrial,2025-05-25,8091,6560,33,0,0,9,0
M001533,Bang Kapi,Commercial,2025-06-12,1909,2398,24,0,0,6,0
M001534,Khlong Toei,Commercial,2025-05-07,1394,2074,26,1,0,12,0
M001535,Bang Khen,Government,2025-05-05,2361,3700,24,0,0,15,0
M001536,Bang Kho Laem,Industrial,2025-07-14,5,8884,54,7,0,12,1
M001537,Din Daeng,Government,2025-05-31,3675,3184,22,0,0,2,0
M001538,Thon Buri,Industrial,2025-05-24,9164,7464,36,2,0,8,0
M001539,Thon Buri,Government,2025-06-02,4976,2986,32,1,0,15,0
M001540,Bang Kapi,Industrial,2025-06-21,9427,9346,27,3,0,1,0
M001541,Bang Kapi,Mixed,2025-05-07,470,591,28,1,0,1,0
M001542,Bang Kapi,Mixed,2025-07-18,594,678,42,0,1,3,0
M001543,Bang Kapi,Residential,2025-05-23,497,606,39,1,0,13,0
M001544,Phaya Thai,Industrial,2025-06-23,8506,9946,42,1,0,6,0
M001545,Khlong Toei,Mixed,2025-07-16,747,484,27,3,0,8,0
M001546,Khlong Toei,Government,2025-06-26,3055,2649,33,0,0,7,0
M001547,Thon Buri,Mixed,2025-06-08,379,500,37,3,0,7,0
M001548,Khlong Toei,Government,2025-05-25,3162,2980,27,0,0,7,0
M001549,Bang Kapi,Industrial,2025-06-22,8441,8565,30,0,1,12,0
M001550,Bang Khen,Government,2025-05-03,3443,1923,32,0,0,4,0
M001551,Bang Kapi,Government,2025-07-10,2625,2971,36,2,0,3,0
M001552,Khlong Toei,Industrial,2025-06-01,8550,7379,27,1,0,9,0
M001553,Bang Khen,Industrial,2025-06-13,9678,9255,38,4,0,1,0
M001554,Bang Khen,Government,2025-07-05,3930,3346,35,2,0,5,0
M001555,Lat Phrao,Commercial,2025-05-06,1959,2284,37,3,0,1,0
M001556,Lat Phrao,Industrial,2025-05-27,5235,6590,44,0,0,17,0
M001557,Bang Khen,Commercial,2025-06-29,3380,2496,25,0,1,10,0
M001558,Khlong Toei,Industrial,2025-05-07,8607,8549,31,1,0,11,0
M001559,Bang Kapi,Residential,2025-05-12,447,586,24,0,0,6,0
M001560,Thon Buri,Mixed,2025-06-05,521,617,22,2,0,11,0
M001561,Phaya Thai,Residential,2025-07-09,342,588,27,0,0,14,0
M001562,Khlong Toei,Industrial,2025-05-20,7002,7960,28,0,0,6,0
M001563,Bang Kho Laem,Government,2025-06-05,1944,4198,32,2,0,11,0
M001564,Khlong Toei,Industrial,2025-07-29,8376,9999,32,0,0,2,0
M001565,Thon Buri,Mixed,2025-05-02,307,355,36,1,0,3,0
M001566,Khlong Toei,Commercial,2025-06-21,1718,2432,37,0,0,5,0
M001567,Phaya Thai,Commercial,2025-05-09,2595,2304,20,2,0,4,0
M001568,Khlong Toei,Residential,2025-06-27,612,590,29,1,0,1,0
M001569,Bang Kho Laem,Government,2025-05-06,3203,3447,28,2,1,4,0
M001570,Bang Khen,Industrial,2025-05-24,10490,6554,37,1,0,17,0
M001571,Thon Buri,Government,2025-07-17,2559,3446,22,0,0,7,0
M001572,Khlong Toei,Commercial,2025-07-11,1682,1535,27,1,0,5,0
M001573,Bang Kapi,Residential,2025-06-26,508,532,35,2,1,2,0
M001574,Lat Phrao,Government,2025-06-09,3995,2833,30,3,0,3,0
M001575,Bang Kho Laem,Mixed,2025-06-23,330,412,31,1,0,9,0
M001576,Din Daeng,Government,2025-06-16,3662,4890,28,1,0,10,0
M001577,Thon Buri,Mixed,2025-07-12,335,589,27,0,0,12,0
M001578,Phaya Thai,Government,2025-07-22,2785,2450,22,0,1,5,0
M001579,Bang Khen,Industrial,2025-07-25,9225,6459,32,0,0,8,0
M001580,Din Daeng,Commercial,2025-05-11,2575,1790,31,1,0,2,0
M001581,Thon Buri,Commercial,2025-06-12,437,2408,48,7,0,1,1
M001582,Thon Buri,Government,2025-06-22,3204,2379,33,0,0,7,0
M001583,Bang Khen,Industrial,2025-07-27,9294,5510,32,0,0,6,0
M001584,Bang Khen,Residential,2025-05-08,722,443,26,2,0,1,0
M001585,Lat Phrao,Mixed,2025-07-03,458,643,49,2,0,13,0
M001586,Lat Phrao,Government,2025-07-07,8423,3599,60,6,1,3,1
M001587,Bang Kho Laem,Mixed,2025-05-14,553,642,29,0,0,9,0
M001588,Bang Khen,Commercial,2025-07-11,1538,1755,26,1,1,5,0
M001589,Bang Kapi,Industrial,2025-06-11,7208,6897,31,3,0,1,0
M001590,Thon Buri,Government,2025-06-22,3343,3052,31,3,1,3,0
M001591,Phaya Thai,Government,2025-05-25,2494,2624,28,0,0,9,0
M001592,Khlong Toei,Mixed,2025-07-06,403,308,39,1,0,10,0
M001593,Bang Kho Laem,Mixed,2025-06-22,154,560,29,1,0,8,0
M001594,Lat Phrao,Government,2025-06-11,3137,2925,29,1,0,19,0
M001595,Bang Kho Laem,Mixed,2025-06-20,403,503,29,1,0,5,0
M001596,Bang Kapi,Residential,2025-07-06,418,478,31,0,0,10,0
M001597,Khlong Toei,Mixed,2025-05-14,640,554,36,3,1,11,0
M001598,Thon Buri,Residential,2025-06-02,610,347,37,1,0,18,0
M001599,Khlong Toei,Residential,2025-06-23,475,489,33,0,0,10,0
M001600,Khlong Toei,Mixed,2025-06-05,376,586,28,1,0,8,0
M001601,Bang Kapi,Industrial,2025-05-03,5626,8926,32,0,0,13,0
M001602,Din Daeng,Commercial,2025-06-18,1877,2161,34,0,0,7,0
M001603,Thon Buri,Government,2025-07-24,1756,3319,32,0,0,8,0
M001604,Bang Khen,Mixed,2025-05-25,366,387,25,1,0,1,0
M001605,Khlong Toei,Mixed,2025-06-08,622,492,31,2,0,1,0
M001606,Lat Phrao,Government,2025-06-30,3634,2683,30,0,1,4,0
M001607,Lat Phrao,Industrial,2025-06-09,6443,7127,27,3,0,13,0
M001608,Bang Kho Laem,Government,2025-07-27,1868,3401,41,5,0,12,0
M001609,Bang Kho Laem,Government,2025-05-08,3750,3752,32,0,0,8,0
M001610,Din Daeng,Commercial,2025-05-11,1743,2056,31,2,0,5,0
M001611,Phaya Thai,Residential,2025-07-11,606,603,30,2,0,1,0
M001612,Khlong Toei,Mixed,2025-06-06,479,592,34,3,0,24,0
M001613,Khlong Toei,Commercial,2025-05-28,3009,1633,29,0,1,5,0
M001614,Din Daeng,Mixed,2025-06-09,496,498,20,2,0,1,0
M001615,Bang Kho Laem,Government,2025-07-27,3078,3647,25,0,0,11,0
M001616,Khlong Toei,Industrial,2025-05-31,9336,7372,34,0,0,7,0
M001617,Thon Buri,Government,2025-05-22,2108,4297,34,1,0,1,0
M001618,Bang Kapi,Commercial,2025-07-07,2140,2133,38,0,0,7,0
M001619,Thon Buri,Commercial,2025-07-07,1894,2294,48,3,0,4,0
M001620,Khlong Toei,Government,2025-07-19,2935,2495,27,0,0,4,0
M001621,Thon Buri,Commercial,2025-05-02,2056,1844,31,0,0,14,0
M001622,Din Daeng,Residential,2025-05-27,1468,483,47,6,0,6,1
M001623,Lat Phrao,Mixed,2025-05-12,557,475,31,1,1,1,0
M001624,Lat Phrao,Commercial,2025-06-27,1737,2162,28,0,0,8,0
M001625,Bang Kho Laem,Commercial,2025-06-26,471,2601,59,8,1,4,1
M001626,Bang Kapi,Industrial,2025-05-30,8853,7502,29,2,0,1,0
M001627,Khlong Toei,Residential,2025-05-22,420,496,32,0,0,2,0
M001628,Thon Buri,Industrial,2025-06-29,6028,7524,24,3,0,12,0
M001629,Bang Kho Laem,Commercial,2025-05-26,2085,1872,35,0,0,3,0
M001630,Lat Phrao,Commercial,2025-05-10,2856,1735,34,1,0,14,0
M001631,Bang Khen,Residential,2025-05-02,567,551,38,2,0,10,0
M001632,Lat Phrao,Mixed,2025-07-25,551,407,23,1,0,8,0
M001633,Lat Phrao,Industrial,2025-06-01,6197,7579,33,1,0,1,0
M001634,Bang Kho Laem,Mixed,2025-06-13,425,500,27,2,0,3,0
M001635,Khlong Toei,Industrial,2025-06-10,5391,6073,35,2,0,1,0
M001636,Thon Buri,Government,2025-05-22,3378,3025,35,1,0,6,0
M001637,Khlong Toei,Industrial,2025-05-17,21152,9254,48,5,1,20,1
M001638,Bang Khen,Mixed,2025-07-02,739,429,26,1,0,8,0
M001639,Bang Kapi,Mixed,2025-07-21,1535,532,51,7,1,8,1
M001640,Thon Buri,Mixed,2025-05-30,575,414,39,0,0,1,0
M001641,Din Daeng,Mixed,2025-06-09,505,547,34,0,0,4,0
M001642,Din Daeng,Residential,2025-06-26,604,290,32,1,0,16,0
M001643,Bang Khen,Government,2025-05-11,2240,2399,20,2,0,2,0
M001644,Bang Kapi,Residential,2025-05-22,533,632,26,2,0,10,0
M001645,Lat Phrao,Residential,2025-05-10,334,604,29,1,0,5,0
M001646,Bang Kho Laem,Mixed,2025-06-22,53,680,51,3,0,2,1
M001647,Khlong Toei,Government,2025-07-15,2565,3004,32,2,0,6,0
M001648,Din Daeng,Government,2025-07-01,1185,3626,57,6,1,7,1
M001649,Bang Khen,Residential,2025-07-27,412,541,25,0,0,10,0
M001650,Khlong Toei,Commercial,2025-05-31,2092,2324,25,2,0,15,0
M001651,Bang Kapi,Industrial,2025-05-09,9083,3693,23,3,0,5,0
M001652,Thon Buri,Mixed,2025-05-03,487,466,20,3,0,16,0
M001653,Lat Phrao,Industrial,2025-05-01,4780,6801,24,0,0,1,0
M001654,Bang Kapi,Commercial,2025-07-27,2375,2172,30,1,0,7,0
M001655,Phaya Thai,Government,2025-07-22,4325,2390,32,2,0,12,0
M001656,Thon Buri,Mixed,2025-05-16,417,533,31,2,0,7,0
M001657,Thon Buri,Government,2025-06-30,8749,3390,59,4,1,6,1
M001658,Khlong Toei,Government,2025-07-11,4413,3471,23,3,0,10,0
M001659,Bang Khen,Industrial,2025-07-25,8461,8676,31,2,1,7,0
M001660,Bang Kapi,Residential,2025-05-14,342,794,33,1,0,4,0
M001661,Lat Phrao,Commercial,2025-07-11,1877,2534,28,2,0,5,0
M001662,Bang Khen,Industrial,2025-05-06,5768,7950,42,0,0,8,0
M001663,Din Daeng,Commercial,2025-07-13,1890,2083,21,2,0,5,0
M001664,Din Daeng,Government,2025-07-28,3376,4084,35,2,0,7,0
M001665,Thon Buri,Government,2025-07-02,2259,3615,27,0,0,17,0
M001666,Bang Kapi,Government,2025-07-23,2396,3408,28,1,0,9,0
M001667,Bang Kho Laem,Industrial,2025-06-16,5035,9005,39,0,0,8,0
M001668,Khlong Toei,Mixed,2025-06-27,716,596,29,0,0,3,0
M001669,Bang Khen,Commercial,2025-06-24,2568,1722,32,1,0,1,0
M001670,Lat Phrao,Commercial,2025-06-25,2185,2878,33,0,0,3,0
M001671,Lat Phrao,Mixed,2025-07-05,596,549,32,1,0,1,0
M001672,Bang Kapi,Industrial,2025-05-09,8658,8718,25,0,0,6,0
M001673,Bang Khen,Government,2025-05-17,4097,3418,37,0,0,10,0
M001674,Phaya Thai,Government,2025-06-16,2827,3403,32,4,0,12,0
M001675,Bang Kho Laem,Government,2025-07-22,3073,3130,33,0,0,9,0
M001676,Lat Phrao,Residential,2025-06-08,503,516,28,0,0,8,0
M001677,Bang Kapi,Residential,2025-05-12,581,542,22,2,0,11,0
M001678,Din Daeng,Mixed,2025-05-12,584,585,30,0,0,5,0
M001679,Bang Khen,Commercial,2025-05-19,1678,2276,31,1,0,7,0
M001680,Din Daeng,Mixed,2025-06-07,538,537,33,0,0,12,0
M001681,Bang Kho Laem,Residential,2025-06-08,537,479,22,1,0,6,0
M001682,Khlong Toei,Residential,2025-05-27,516,572,39,3,0,14,0
M001683,Bang Kapi,Industrial,2025-06-24,3906,6550,39,1,0,6,0
M001684,Din Daeng,Industrial,2025-06-18,8130,6672,33,3,1,4,0
M001685,Lat Phrao,Commercial,2025-05-09,2082,2351,32,0,0,6,0
M001686,Khlong Toei,Residential,2025-07-25,480,684,34,1,0,15,0
M001687,Khlong Toei,Residential,2025-06-17,420,604,35,1,0,11,0
M001688,Lat Phrao,Residential,2025-05-20,1701,510,52,3,0,11,1
M001689,Bang Kapi,Government,2025-06-17,3978,2954,42,1,0,6,0
M001690,Bang Khen,Industrial,2025-07-23,21009,8362,41,1,0,14,1
M001691,Bang Khen,Mixed,2025-06-04,587,484,31,2,0,1,0
M001692,Phaya Thai,Government,2025-07-10,2403,3398,36,0,0,5,0
M001693,Bang Kapi,Government,2025-07-03,3786,3810,43,1,0,9,0
M001694,Khlong Toei,Residential,2025-05-22,403,637,22,1,0,10,0
M001695,Din Daeng,Residential,2025-07-14,674,490,25,0,0,1,0
M001696,Bang Khen,Residential,2025-05-23,450,544,28,0,0,4,0
M001697,Phaya Thai,Government,2025-05-23,1930,3343,37,1,0,3,0
M001698,Din Daeng,Commercial,2025-06-25,2282,2260,31,2,0,13,0
M001699,Lat Phrao,Commercial,2025-05-11,2552,2707,28,1,0,2,0
M001700,Thon Buri,Industrial,2025-06-10,5265,6004,25,0,0,8,0
M001701,Bang Kho Laem,Residential,2025-06-07,605,584,38,2,0,5,0
M001702,Khlong Toei,Commercial,2025-07-27,2122,1755,41,2,0,10,0
M001703,Thon Buri,Government,2025-05-26,3712,3048,33,2,0,16,0
M001704,Bang Kho Laem,Residential,2025-05-01,532,570,38,1,0,8,0
M001705,Bang Kapi,Government,2025-07-23,3849,2824,27,0,0,9,0
M001706,Lat Phrao,Industrial,2025-07-06,6886,8441,35,3,0,9,0
M001707,Khlong Toei,Residential,2025-05-12,420,502,24,3,0,9,0
M001708,Thon Buri,Government,2025-06-10,3189,3328,24,2,0,10,0
M001709,Khlong Toei,Industrial,2025-06-26,6647,8220,29,0,1,8,0
M001710,Bang Kapi,Industrial,2025-05-29,10620,7009,35,3,0,5,0
M001711,Bang Kho Laem,Residential,2025-07-11,597,473,32,2,0,11,0
M001712,Thon Buri,Industrial,2025-05-18,8585,5522,24,0,1,12,0
M001713,Thon Buri,Government,2025-07-26,3050,3630,32,3,0,11,0
M001714,Bang Khen,Industrial,2025-06-10,12702,8421,39,1,0,6,0
M001715,Thon Buri,Commercial,2025-05-15,2042,2681,32,0,0,10,0
M001716,Bang Kapi,Industrial,2025-06-02,6932,8301,32,4,0,1,0
M001717,Bang Khen,Residential,2025-06-26,432,513,36,0,0,12,0
M001718,Bang Kapi,Residential,2025-05-08,518,587,35,2,0,10,0
M001719,Bang Kho Laem,Industrial,2025-05-16,8972,8057,26,1,0,10,0
M001720,Bang Khen,Mixed,2025-05-27,514,571,39,0,0,3,0
M001721,Din Daeng,Government,2025-06-20,4000,4278,29,1,0,12,0
M001722,Din Daeng,Mixed,2025-07-22,511,442,26,5,0,2,0
M001723,Lat Phrao,Mixed,2025-07-28,629,576,24,3,0,4,0
M001724,Bang Khen,Government,2025-05-27,3276,4070,25,2,0,6,0
M001725,Bang Kapi,Government,2025-05-30,3181,3093,24,3,0,12,0
M001726,Lat Phrao,Government,2025-05-10,2610,2527,20,0,0,1,0
M001727,Thon Buri,Commercial,2025-06-30,3475,1969,25,0,0,1,0
M001728,Lat Phrao,Industrial,2025-05-06,5979,7988,30,1,0,3,0
M001729,Bang Kho Laem,Government,2025-07-07,3533,3853,33,0,0,11,0
M001730,Bang Kapi,Mixed,2025-07-22,387,459,39,0,0,13,0
M001731,Phaya Thai,Industrial,2025-07-21,4778,7827,37,2,0,4,0
M001732,Bang Kho Laem,Government,2025-07-19,4187,3842,32,0,0,4,0
M001733,Din Daeng,Government,2025-05-24,2836,3426,26,1,0,4,0
M001734,Bang Khen,Residential,2025-05-23,473,612,39,0,0,5,0
M001735,Phaya Thai,Residential,2025-07-04,554,495,34,3,0,3,0
M001736,Bang Kho Laem,Industrial,2025-05-30,11158,7217,41,0,0,5,0
M001737,Din Daeng,Industrial,2025-05-28,7047,4952,27,0,0,12,0
M001738,Din Daeng,Industrial,2025-05-26,9248,8824,31,3,0,14,0
M001739,Thon Buri,Government,2025-05-26,1951,2801,21,0,1,4,0
M001740,Lat Phrao,Industrial,2025-06-02,10997,9780,35,2,0,14,0
M001741,Bang Khen,Residential,2025-07-20,305,499,28,0,0,3,0
M001742,Din Daeng,Mixed,2025-07-15,454,372,37,0,0,11,0
M001743,Bang Kho Laem,Residential,2025-06-15,744,435,37,2,0,8,0
M001744,Thon Buri,Industrial,2025-07-12,7440,6090,34,0,0,11,0
M001745,Phaya Thai,Industrial,2025-07-26,23912,7528,53,7,1,5,1
M001746,Thon Buri,Government,2025-05-17,3546,3894,41,2,0,1,0
M001747,Lat Phrao,Residential,2025-05-20,1577,540,57,3,1,11,1
M001748,Thon Buri,Mixed,2025-06-29,496,602,20,2,0,5,0
M001749,Bang Kho Laem,Mixed,2025-07-13,659,380,29,0,0,11,0
M001750,Bang Khen,Mixed,2025-07-25,418,528,28,0,0,4,0
M001751,Phaya Thai,Government,2025-06-12,3217,3421,33,2,0,1,0
M001752,Lat Phrao,Industrial,2025-07-15,1764,7894,56,5,0,12,1
M001753,Bang Khen,Industrial,2025-05-20,8994,8751,28,1,0,4,0
M001754,Lat Phrao,Residential,2025-05-20,491,477,29,0,0,9,0
M001755,Din Daeng,Mixed,2025-07-06,480,519,35,0,0,7,0
M001756,Thon Buri,Commercial,2025-06-25,1022,2092,36,0,0,9,0
M001757,Bang Kapi,Residential,2025-05-15,655,595,27,0,0,4,0
M001758,Phaya Thai,Mixed,2025-07-29,532,677,31,0,0,14,0
M001759,Bang Kapi,Industrial,2025-05-13,5445,6751,30,1,0,9,0
M001760,Bang Khen,Mixed,2025-07-20,642,479,31,1,0,4,0
M001761,Bang Kapi,Residential,2025-07-06,400,696,43,0,0,1,0
M001762,Phaya Thai,Commercial,2025-06-25,1336,2383,42,4,0,8,0
M001763,Bang Kho Laem,Commercial,2025-05-20,1741,2715,21,2,0,1,0
M001764,Lat Phrao,Industrial,2025-05-24,8302,7599,31,0,0,13,0
M001765,Din Daeng,Residential,2025-07-03,449,357,38,3,0,13,0
M001766,Bang Kho Laem,Commercial,2025-07-18,2208,2533,29,2,0,5,0
M001767,Bang Kapi,Residential,2025-07-11,445,539,38,0,0,5,0
M001768,Bang Khen,Commercial,2025-05-31,2911,1016,20,2,0,8,0
M001769,Thon Buri,Mixed,2025-05-15,698,458,24,2,0,13,0
M001770,Bang Kapi,Commercial,2025-05-31,1779,2030,30,1,0,7,0
M001771,Din Daeng,Mixed,2025-06-23,769,459,34,3,0,1,0
M001772,Khlong Toei,Commercial,2025-06-22,2692,1911,27,0,0,10,0
M001773,Bang Kho Laem,Government,2025-06-16,2819,4265,32,1,0,3,0
M001774,Din Daeng,Residential,2025-05-29,249,589,52,4,0,7,1
M001775,Thon Buri,Commercial,2025-06-23,2514,2343,36,2,0,1,0
M001776,Bang Kapi,Residential,2025-05-16,549,476,30,1,0,16,0
M001777,Din Daeng,Residential,2025-06-28,582,648,25,1,0,4,0
M001778,Bang Khen,Commercial,2025-05-18,2237,2040,37,2,0,12,0
M001779,Bang Khen,Government,2025-05-19,2818,2689,22,4,0,8,0
M001780,Bang Khen,Residential,2025-05-17,596,748,32,3,0,5,0
M001781,Thon Buri,Mixed,2025-06-11,203,401,34,0,0,8,0
M001782,Bang Kapi,Government,2025-06-28,3096,3079,33,5,1,4,0
M001783,Phaya Thai,Residential,2025-07-29,508,502,36,0,0,6,0
M001784,Bang Kho Laem,Commercial,2025-05-12,1783,2181,43,3,0,8,0
M001785,Thon Buri,Commercial,2025-06-27,3077,1739,30,2,0,1,0
M001786,Din Daeng,Residential,2025-07-05,451,447,37,1,0,8,0
M001787,Bang Kapi,Residential,2025-05-01,587,555,28,0,1,12,0
M001788,Bang Kho Laem,Residential,2025-05-29,515,498,42,0,0,3,0
M001789,Khlong Toei,Commercial,2025-05-27,6724,1884,41,7,1,2,1
M001790,Bang Kho Laem,Commercial,2025-05-06,2483,2705,29,0,0,10,0
M001791,Lat Phrao,Commercial,2025-07-04,2011,2136,44,2,0,3,0
M001792,Bang Kho Laem,Mixed,2025-07-17,544,615,26,0,0,6,0
M001793,Bang Kapi,Industrial,2025-06-10,8470,8198,30,0,0,13,0
M001794,Bang Khen,Residential,2025-07-28,383,458,26,1,0,7,0
M001795,Bang Khen,Industrial,2025-05-29,7065,9250,32,1,0,2,0
M001796,Bang Khen,Residential,2025-05-22,522,360,32,0,0,12,0
M001797,Din Daeng,Residential,2025-06-16,440,657,37,1,0,17,0
M001798,Khlong Toei,Industrial,2025-05-19,8475,8501,37,0,0,11,0
M001799,Din Daeng,Residential,2025-07-24,302,466,34,3,0,4,0
M001800,Lat Phrao,Industrial,2025-05-11,8596,9123,32,0,0,1,0
